model,scenario,case,cldice,hd95,nsd,betti0
Model_Minus_Fixed,GT_star,PARSE_0096.nii.gz,0.9344030447412228,0.82421875,0.9803989815372266,294
Model_Minus_Fixed,GT_star,PARSE_0097.nii.gz,0.8164104712028278,1.6068890083500633,0.9344636034736585,134
Model_Minus_Fixed,GT_star,PARSE_0098.nii.gz,0.904735565654105,1.7220194844241246,0.9579813812384748,140
Model_Minus_Fixed,GT_star,PARSE_0099.nii.gz,0.9107630557602597,2.0,0.9236429471109159,23
Model_Minus_Fixed,GT_star,PARSE_0100.nii.gz,0.7832527072772886,7.278970648126633,0.8370969514047322,89
Model_Minus_Fixed,GT_minus_test,PARSE_0086.nii.gz,0.8812487323792746,0.7816844495148162,0.9568944760364677,87
Model_Minus_Fixed,GT_minus_test,PARSE_0087.nii.gz,0.9344892589738917,2.0,0.94014991760467,412
Model_Minus_Fixed,GT_minus_test,PARSE_0088.nii.gz,0.8815772740960979,1.295892182186297,0.9370029412077002,445
Model_Minus_Fixed,GT_minus_test,PARSE_0089.nii.gz,0.8865043986918597,1.0,0.9597846193807457,204
Model_Minus_Fixed,GT_minus_test,PARSE_0090.nii.gz,0.7845515524619995,1.1813225940821848,0.93509014950007,178
Model_Minus_Fixed,GT_minus_test,PARSE_0091.nii.gz,0.7368577691827063,2.320320720208503,0.9238275691333622,622
Model_Minus_Fixed,GT_minus_test,PARSE_0092.nii.gz,0.3774110953004341,15.179178854705054,0.5547447067292178,80
Model_Minus_Fixed,GT_minus_test,PARSE_0093.nii.gz,0.8840272163047186,0.740234375,0.9583075073882179,220
Model_Minus_Fixed,GT_minus_test,PARSE_0094.nii.gz,0.9318402467628442,0.8231164874749655,0.9760415922246838,211
Model_Minus_Fixed,GT_minus_test,PARSE_0095.nii.gz,0.9076596554773424,0.59375,0.9696443793978985,68
Model_Minus_Fixed,GT_minus_test,PARSE_0096.nii.gz,0.9344030447412228,0.82421875,0.9804019942930607,295
Model_Minus_Fixed,GT_minus_test,PARSE_0097.nii.gz,0.8164104712028278,1.6068890083500633,0.9344636034736585,134
Model_Minus_Fixed,GT_minus_test,PARSE_0098.nii.gz,0.904735565654105,1.7220194844241246,0.9579813812384748,140
Model_Minus_Fixed,GT_minus_test,PARSE_0099.nii.gz,0.923331797314806,1.4517198557403495,0.9495205719660136,60
Model_Minus_Fixed,GT_minus_test,PARSE_0100.nii.gz,0.7832527072772886,7.278970648126633,0.8370969514047322,89
